nct_id,phase,status,studyStopReason,studyStopReasonCategories,phase2_progression,primary_endpoint_result,secondary_endpoint_result,virtualbiotech_stop_reason_categories,results_source,ae_source,pubmed_ids,ae_serious_infections_pct,ae_serious_gastrointestinal_pct,ae_serious_cardiac_pct,ae_serious_blood_lymphatic_pct,ae_serious_nervous_pct,ae_serious_respiratory_pct,ae_serious_general_pct,ae_serious_vascular_pct,ae_serious_renal_pct,ae_serious_injury_pct
NCT00000492,3.0,Completed,,,,POSITIVE,POSITIVE,,,,,,,,,,,,,,
NCT00000493,3.0,Completed,,,,NEGATIVE,UNKNOWN,,,,,,,,,,,,,,
NCT00000494,3.0,Completed,,,,POSITIVE,POSITIVE,,,,,,,,,,,,,,
NCT00000496,3.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT00000499,2.0,Completed,,,,POSITIVE,UNKNOWN,,PubMed published literature,PubMed abstracts; published SHEP pilot study papers,2911834|3302150|4072925|3624815|3512670,,,,,,,,,,
NCT00000500,3.0,Completed,,,,POSITIVE,NEGATIVE,,,,,,,,,,,,,,
NCT00000503,3.0,Completed,,,,POSITIVE,POSITIVE,,,,,,,,,,,,,,
NCT00000505,3.0,Completed,,,,POSITIVE,POSITIVE,,,,,,,,,,,,,,
NCT00000507,3.0,Completed,,,,NEGATIVE,POSITIVE,,,,,,,,,,,,,,
NCT00000510,3.0,Completed,,,,NEGATIVE,POSITIVE,,,,,,,,,,,,,,
NCT00000512,3.0,Completed,,,,POSITIVE,POSITIVE,,,,,,,,,,,,,,
NCT00000513,3.0,Completed,,,,POSITIVE,POSITIVE,,,,,,,,,,,,,,
NCT00000514,3.0,Completed,,,,POSITIVE,POSITIVE,,,,,,,,,,,,,,
NCT00000516,3.0,Completed,,,,POSITIVE,POSITIVE,,,,,,,,,,,,,,
NCT00000522,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,8336373|7479629|7828296|8622245|9039073|2064494|3296721,,,,,,,,,,
NCT00000524,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed,PubMed,7596370|8682088|7971646|7596378,6.0,,13.6,,,,,,,
NCT00000525,3.0,Completed,,,,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,
NCT00000527,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed,Literature review,1558344,,,,,,,,,,
NCT00000529,3.0,Completed,,,,POSITIVE,UNKNOWN,,,,,,,,,,,,,,
NCT00000530,3.0,Completed,,,,POSITIVE,NEGATIVE,,,,,,,,,,,,,,
NCT00000531,3.0,Completed,,,,POSITIVE,POSITIVE,,,,,,,,,,,,,,
NCT00000542,3.0,Completed,,,,NEGATIVE,UNKNOWN,,,,,,,,,,,,,,
NCT00000547,3.0,Completed,,,,NEGATIVE,UNKNOWN,,,,,,,,,,,,,,
NCT00000549,3.0,Completed,,,,NEGATIVE,UNKNOWN,,,,,,,,,,,,,,
NCT00000553,3.0,Completed,,,,POSITIVE,UNKNOWN,,,,,,,,,,,,,,
NCT00000555,3.0,Completed,,,,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,
NCT00000556,3.0,Completed,,,,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,
NCT00000559,3.0,Completed,,,,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,
NCT00000563,3.0,Completed,,,,POSITIVE,NEGATIVE,,,,,,,,,,,,,,
NCT00000568,3.0,Completed,,,,NEGATIVE,POSITIVE,,,,,,,,,,,,,,
NCT00000569,3.0,Completed,,,,NEGATIVE,POSITIVE,,,,,,,,,,,,,,
NCT00000574,3.0,Completed,,,,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,
NCT00000575,3.0,Completed,,,,NEGATIVE,POSITIVE,,ClinicalTrials.gov,,,,,,,,,,,,
NCT00000576,3.0,Completed,,,,NEGATIVE,POSITIVE,,,,,,,,,,,,,,
NCT00000577,3.0,Withdrawn,Record is an ACRN grant summary & not reflective of an individual trial. All ACTs conducted by ACRN were individually registered on the PRS.,Another study|Business or administrative|Invalid reason,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT00000578,3.0,Completed,,,,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,
NCT00000579,3.0,Completed,,,,POSITIVE,POSITIVE,,"ClinicalTrials.gov / Published Literature (NEJM, BioLINCC)",ClinicalTrials.gov / Published Literature,,,,,,,,,,,
NCT00000586,3.0,Completed,,,,POSITIVE,POSITIVE,,,,,,,,,,,,,,
NCT00000596,2.0,Completed,,,,NEGATIVE,POSITIVE,,PubMed and literature review,PubMed and literature review,16002271|16738197|3732422,,,,,,,,,,
NCT00000601,3.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed,PubMed,11788212|11788213,,,,,,,,,,
NCT00000602,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed and literature review,10477679,,,,,,,,,,
NCT00000609,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed and New England Journal of Medicine,"PubMed, Circulation, and amiodarone safety literature",15659722|19948888|16880336|20855047|19343933,,,,,,,,,,
NCT00000611,3.0,Completed,,,,NEGATIVE,NEGATIVE,Safety or side effects,PubMed and JAMA/NEJM publications,"PubMed, JAMA, NEJM, Circulation, and WHI safety publications",12117397|12904517|16481635|16467233|17341713|12208074,,,,,,1.2,,2.95,,
NCT00000614,3.0,Completed,,,,POSITIVE,POSITIVE,Success,PubMed and New England Journal of Medicine,"PubMed, NEJM publication, and warfarin safety databases",12601075|9666536|12917299,,,,2.0,,,,,,
NCT00000620,3.0,Completed,,,,NEGATIVE,UNKNOWN,Safety or side effects,ClinicalTrials.gov (posted results),ClinicalTrials.gov adverse events database,,,0.1133333333333333,0.2366666666666667,,,,0.11,0.95,0.14,
NCT00000621,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed,PubMed,17099008|11874821|18094222,,,,,,,,,,
NCT00000629,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00000646,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00000658,3.0,Completed,,,,NEGATIVE,NEGATIVE,Interim analysis,PubMed publications,PubMed publications,9817281,,,,,,,,,,
NCT00000660,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00000661,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00000664,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00000680,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00000692,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00000696,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00000699,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00000711,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00000713,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00000728,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00000730,3.0,Terminated,,,,UNKNOWN,UNKNOWN,Insufficient data,,,,,,,,,,,,,
NCT00000733,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00000735,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00000741,3.0,Withdrawn,,,,UNKNOWN,UNKNOWN,Business or administrative,,,8093422,,,,,,,,,,
NCT00000752,2.0,Withdrawn,,,,UNKNOWN,UNKNOWN,Insufficient enrollment,,,,,,,,,,,,,
NCT00000754,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed (JAIDS Journal of Acquired Immune Deficiency Syndromes 1997),PubMed (JAIDS Journal of Acquired Immune Deficiency Syndromes 1997),,,,,,,,,,,
NCT00000758,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed publication (Obstetrics & Gynecology 1999),PubMed publication,10576182,,,,,,,,,,
NCT00000761,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00000772,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00000776,2.0,Completed,,,,NEGATIVE,NEGATIVE,,"Literature synthesis (NEJM 1997, Graybill 2000, CryptoDex 2016)",Comparative trial data from CryptoDex and historical ACTG analysis,9473014|10619732|26863355,,,,,,,,,,
NCT00000793,2.0,Completed,,,,NEGATIVE,NEGATIVE,,"PubMed (Neurology Journal, December 1998)",Study design and literature,9855523|9833745,,,,,,,,,,
NCT00000800,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00000812,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00000819,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (American Journal of Medicine 1996),"PubMed (Smith et al., PMID 8686713)",8686713,20.0,,,,15.0,,,,,
NCT00000820,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed (JAIDS 2004),"PubMed (Abrams et al., PMID 15097300)",15097300,,,,,,,,,,
NCT00000821,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00000822,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00000825,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (Journal of Infectious Diseases 2000),"PubMed (Losso et al., PMID 10823761)",10823761,,,,,,,,,,
NCT00000833,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00000834,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00000849,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00000850,2.0,Completed,,,,NEGATIVE,POSITIVE,,PubMed (Review: Granulocyte-macrophage colony-stimulating factor as an immune-based therapy in HIV infection),PubMed Review and referenced ACTG trials,PMC1164429,,,,,,,,,,
NCT00000854,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00000870,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (Archives of Internal Medicine 2007),"PubMed (Mitsuyasu et al., PMID 17389292)",17389292,,,,,,,,,,
NCT00000880,2.0,Completed,,,,NEGATIVE,NEGATIVE,,"PubMed (Wolters Kluwer, 2002)",Study design and implicit from trial results,11917239,,,,,,,,,,
NCT00000889,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (Vanguard trials meta-analysis + SQIL-2 protocol studies),PubMed (Losso et al. and Vanguard trials meta-analysis),15206062|10823761,,,,,,,,,,
NCT00000891,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (PMID 10714563 - ACTG 375 immunization substudy publication),ACTG 315/375 study design and cumulative safety monitoring,10714563,,,,,,,,,,
NCT00000899,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00000902,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00000906,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00000909,2.0,Completed,,,,NEGATIVE,UNKNOWN,,ClinicalTrials.gov registry only (published results not found),ClinicalTrials.gov registry and biological reasoning,,,,,,,,,,,
NCT00000913,2.0,Completed,,,,POSITIVE,POSITIVE,,"PubMed (PMID 11465838 - Kline et al., Pediatric Infectious Diseases Journal 2001)",PMID 11465838 (published trial results),11465838,,,,,,,,,,
NCT00000916,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed (PMID 11504959 - AIDS July 2001),PMID 11504959 and aidsmap summary,11504959,,4.2,,,,,,,,
NCT00000918,2.0,Completed,,,,POSITIVE,POSITIVE,,Multiple salvage therapy publications and NATAP summary (2000-2002),Known drug class toxicities and trial design exclusion criteria,,,,,,,,,,,
NCT00000921,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed (PMID 12626887),PubMed (PMID 12626887),12626887,,,,,,,,,,
NCT00000924,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (PMID 16220085),PubMed (PMID 16220085),16220085,,,,,,,,,,
NCT00000938,3.0,Completed,,,,NEGATIVE,NEGATIVE,Interim analysis,New England Journal of Medicine 2001 (PMID: 11450676),NEJM publication - Klempner et al. 2001,11450676,,1.6,,,,1.6,,,,
NCT00000939,2.0,Completed,,,,UNKNOWN,UNKNOWN,,Published results not available in accessible literature databases,"Related contemporaneous ACTG trials (ACTG 5025, HYDILE, dNN studies) and drug toxicity literature",,,,,,,,,,,
NCT00000940,2.0,Completed,,,,POSITIVE,NEGATIVE,,PubMed (PMID 19696651),PubMed (PMID 19696651) and known drug safety profiles,19696651,,,,,,,,,,
NCT00000941,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00000948,2.0,Completed,,,,POSITIVE,NEGATIVE,,PubMed (PMID 11101062),PubMed (PMID 11101062) and IL-2 known toxicity profile,11101062,,,,,,,,,,
NCT00000949,3.0,Completed,,,,NEGATIVE,POSITIVE,,PubMed publication CPCRA 059 (2002),PubMed publication - no unanticipated adverse events reported,11873071,,,,,,,,,,
NCT00000952,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00000964,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00000967,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00000986,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00001004,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed (PMID 1515211),PubMed (PMID 1515211),1515211,,,,,,,,,,
NCT00001005,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00001015,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001036,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00001058,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (PMID 14557969),PubMed (PMID 14557969) and related rifabutin toxicity literature,14557969,,,,,,,,,,
NCT00001073,3.0,Completed,,,,NEGATIVE,NEGATIVE,,Obstetrics & Gynecology 2002 (PMID: 11978287),Isotretinoin general safety literature and ACTG 293 protocol safety expectations,11978287,,,,,,,,,,
NCT00001074,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00001079,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed (PMID 17090640),PubMed (PMID 17090640) and megestrol acetate safety literature,17090640,,,,,,,,,,
NCT00001083,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (PMID 10659875),PubMed (PMID 10659875) and protease inhibitor/NRTI safety literature,10659875,,,,,,,,,,
NCT00001087,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (PMID 11496850),PubMed (PMID 11496850) and known drug safety literature,11496850,,,,,,,,,,
NCT00001088,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001090,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00001091,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00001101,3.0,Completed,,,,NEGATIVE,NEGATIVE,,New England Journal of Medicine 2001 (PMID: 11450676),NEJM publication - Klempner et al. 2001,11450676,,1.0,,,,1.0,,,,
NCT00001108,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00001112,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00001133,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00001181,2.0,Completed,,,,POSITIVE,NEGATIVE,,PubMed (PMID 8370686),PubMed (PMID 8370686),8370686,,,,,,,,,,
NCT00001191,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (multiple NIDDK publications),"PubMed (PMID 2777040, 8161665, 16423003)",2777040|8161665|16423003|12591045|12070410,,,,,,,14.3,,,
NCT00001197,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (multiple NHLBI and multicenter publications),"PubMed (PMID 7715639, 20513116)",1379375|7715639|20513116,,,,,,,,,,
NCT00001202,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (multiple NICHD publications),"PubMed (PMID 2492636, 8421081, 9920079)",2492636|8421081|9920079,,,,,,,,,,
NCT00001209,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001221,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,21449786|11994337,,,,,,,,,,
NCT00001237,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,8622041|17454598,22.0,,,2.9,,,,,,
NCT00001239,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,7577476,29.0,,,,,,,,,
NCT00001266,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,9193342,,,,38.0,,,,,,
NCT00001272,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00001282,2.0,Completed,,,,POSITIVE,NEGATIVE,,PubMed,PubMed,9191868|11998783|20732846,,,,,,,,,,
NCT00001296,3.0,Completed,,,,UNKNOWN,NEGATIVE,,Systematic Review (PMC3227960) - meta-analysis of isolated limb perfusion trials,Systematic Review - meta-analysis of regional and systemic toxicity across HILP studies,8636761|8038592|8038591|16301451|20348274,,,,,1.6,,,,,
NCT00001300,3.0,Completed,,,,POSITIVE,POSITIVE,,"Meta-analysis and comparative trial data - EORTC 62931, EORTC 62012, earlier NCI trials",Known toxicity profiles from doxorubicin-ifosfamide combinations in soft tissue sarcoma literature,3047339|22954508|24618336|14586155|20132000,,,,,,,,,,
NCT00001302,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001304,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,PubMed + ClinicalTrials.gov,33932619|20392870|33666947|12970289,,,,,,,,,,
NCT00001305,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov Posted Results,ClinicalTrials.gov Adverse Events Database,,,,,,,,,,,
NCT00001318,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,7908719,,,,,,,,,,
NCT00001333,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001335,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,9516923|11481351|12216105,,,,,,,,,,
NCT00001338,3.0,Completed,,,,NEGATIVE,NEGATIVE,,Blood. 1996 Mar 15;87(6):2205-11 (PMID: 8630380),Blood 1996 publication (PMID: 8630380),8630380,,,,,,,,,,
NCT00001339,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,12015757,3.0,,,66.0,,,,,,
NCT00001341,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001343,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,12519868|20053349|19643440|25562712,,,,,,,,,,
NCT00001344,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,9153445|11981142,,,,,16.1,,,,,
NCT00001354,2.0,Completed,,,,POSITIVE,NEGATIVE,,PubMed,PubMed,10889591|10915072|8857018,,,,,,,,,,
NCT00001357,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,9086130|10823761|10068580|10371571|9806026,,,,,,,,,,
NCT00001365,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed,PubMed,9613730|9674803|8196695,,,,,,,,,,
NCT00001381,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001383,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001384,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,,,,,,,,,,,
NCT00001387,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00001409,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001421,2.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT00001426,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,20091841|8996589,35.0,,,,,,,,,
NCT00001427,2.0,Completed,,,,UNKNOWN,UNKNOWN,,PubMed (Published Related Trials),PubMed,14701774|15589582|8648379|11193898,8.3,29.0,,30.5,,,,,,
NCT00001428,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,8355041|10885898|7707120|7751874,,38.5,,13.0,,,,,,
NCT00001430,2.0,Completed,,,,POSITIVE,POSITIVE,,Published EPOCH regimen trials,PubMed,7687667|7847258|11054436,18.0,,,51.0,,,,,,
NCT00001431,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00001436,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001437,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,15169810,,,,,,,,,,
NCT00001440,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001442,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001444,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001446,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,11448901|11439380|9874712,,,,,9.5,,,,,
NCT00001449,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001450,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,10914708|9053499|12040286,,,,,10.0,,,,,
NCT00001474,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,11286539|10889591|7646637|16025158,,,,,,,,,,
NCT00001475,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed,PubMed,12503660,,,,,,,90.0,,,
NCT00001483,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,16449476|16880481|14636363|11450179|11450180,,,,,,,,,,
NCT00001495,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00001498,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,10828864|16361558|9778619|12452452|9374100,,,0.5,4.0,,,,,,
NCT00001499,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,12040286|9053499|10914708,,,,38.0,,,,,,
NCT00001502,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001504,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001512,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001521,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00001526,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00001561,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed publications on idiotype vaccine in allogeneic myeloma transplant,PubMed publications reporting vaccine safety in donors and recipients,22773122|14574332,,,,,,,,,,
NCT00001563,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,20023215|22180164|16093796,9.9,,,41.0,,,,,,
NCT00001567,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,1704264|3730612,,,,,,,,,,
NCT00001569,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001575,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001579,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001586,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,8.166666666666666,2.0,,23.975,,2.0,2.0,2.0,,
NCT00001624,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001626,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed,PubMed,11075769|12393567,26.7,,,,,,20.0,,4.5,
NCT00001656,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00001669,2.0,Completed,,,,UNKNOWN,NEGATIVE,,,,,,,,,,,,,,
NCT00001680,2.0,Completed,,,,UNKNOWN,NEGATIVE,,,,,,,,,,,,,,
NCT00001688,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,10228296|11880966|11372025|11840078,,,,,,,,,,
NCT00001689,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001693,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001713,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001720,2.0,Completed,,,,POSITIVE,POSITIVE,,Published trial literature and clinical summaries,Published trial literature,,,,,,,,,,,
NCT00001723,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,1.0,,,,,,,,
NCT00001724,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed - Published literature (PMID 15545314),Published literature and trial design,15545314|3515923|3307859,,,,,,,,,,
NCT00001728,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed - Published literature (PMID 25033066),Published literature,25033066|15449129|17228999,,2.5,,,,,,,,
NCT00001729,3.0,Completed,,,,POSITIVE,POSITIVE,,"PubMed (PMID 9819446 - HITG Trial, identical protocol)",PubMed (multiple published studies on interferon + ribavirin safety),9819446|12197842|10349694,,,,,,,,,,
NCT00001730,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00001737,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001741,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001764,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001766,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00001777,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00001784,2.0,Completed,,,,UNKNOWN,NEGATIVE,,,,11020121|9827618,,,,,,,,,,
NCT00001789,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed,PubMed,12632425,,,10.0,,,,,,,
NCT00001805,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed,PubMed and historical Phase I literature,14734446|8612238,,,,,,,,,,
NCT00001818,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00001827,2.0,Terminated,,,,POSITIVE,NEGATIVE,Success,PubMed,PubMed,21927947|19621448,,,,,,,,,,
NCT00001854,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00001860,2.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT00001863,2.0,Completed,,,,UNKNOWN,UNKNOWN,,,,17641721,,,,,,,,,,
NCT00001864,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed (PMID 11879129 - Archives of Ophthalmology 2002),PubMed (PMID 14609923 - quality of life and safety analysis),11879129|14609923|15710809|18677155|24789375,,,,,,,,,,
NCT00001870,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed,PubMed,16126809,,,,,,,,,,
